"replicate","exp_day","treatment","trait","sub_rep"
5,3,"half",11.0428371201356,"A"
5,3,"half",12.0440930429944,"A"
5,3,"half",11.0848301074848,"B"
5,3,"half",11.4445553085738,"C"
5,3,"half",11.3880966120016,"A"
5,3,"starvation",9.81048302564574,"A"
5,3,"starvation",9.97585625391669,"B"
5,3,"starvation",10.4294980904075,"B"
5,3,"starvation",9.91982784778266,"B"
5,3,"starvation",9.03936866343346,"B"
5,3,"starvation",9.50611041669084,"B"
5,3,"starvation",9.5701454698518,"C"
5,3,"starvation",10.2305292900979,"A"
5,3,"starvation",9.75442538393495,"C"
5,3,"starvation",9.85833856665875,"B"
5,4,"control",11.4275257862495,"B"
5,4,"control",12.8456091896483,"A"
5,4,"control",12.7610823859704,"A"
5,4,"control",12.1661868651166,"C"
5,4,"control",11.9296871546536,"A"
5,4,"control",11.9333746206989,"B"
5,4,"control",12.7608968742465,"A"
5,4,"control",12.3724956429144,"C"
5,4,"control",11.5882992039274,"C"
5,4,"control",12.7932189762188,"C"
5,4,"half",11.3690183068651,"A"
5,4,"half",11.5956258250023,"C"
5,4,"half",11.1248791804141,"B"
5,4,"half",11.205273523765,"B"
5,4,"half",10.7367468533585,"C"
5,4,"half",11.2646118165195,"C"
5,4,"half",11.3703648641393,"B"
5,4,"half",11.6456626496803,"C"
5,4,"half",11.5828918481402,"B"
5,4,"half",11.4269093081469,"C"
5,4,"starvation",9.06934300299442,"C"
5,4,"starvation",8.80441880652659,"C"
5,4,"starvation",9.50073902421055,"C"
5,4,"starvation",9.42465337851873,"B"
5,4,"starvation",9.63824797513401,"B"
5,4,"starvation",9.31473850441451,"A"
5,4,"starvation",9.01111218805683,"B"
5,4,"starvation",9.38287760711269,"C"
5,4,"starvation",9.39263703533846,"A"
5,4,"starvation",9.3817830032673,"B"
5,5,"control",11.6756783154353,"B"
5,5,"control",11.8542315394373,"C"
5,5,"control",10.8982628970448,"C"
5,5,"control",10.8954736919607,"C"
5,5,"control",11.4766821734743,"A"
5,5,"control",11.4760242687287,"A"
5,5,"control",11.3153077785297,"A"
5,5,"control",10.9721753104171,"B"
5,5,"control",12.6178750815577,"A"
5,5,"control",11.5435644647151,"A"
5,5,"half",9.94105816975835,"A"
5,5,"half",10.7726135491153,"A"
5,5,"half",9.3340428337933,"C"
5,5,"half",9.62402231757667,"A"
5,5,"half",10.0249334594258,"C"
5,5,"half",9.31509691726466,"B"
5,5,"half",9.83998252447553,"C"
5,5,"half",9.86754415411324,"B"
5,5,"half",9.51569506019442,"B"
5,5,"half",9.14398771661583,"B"
5,5,"starvation",7.6614255476377,"A"
5,5,"starvation",7.00784896676695,"B"
5,5,"starvation",7.23585560894337,"C"
5,5,"starvation",7.35112768642327,"C"
5,5,"starvation",7.53307053305535,"A"
5,5,"starvation",7.52595663638441,"A"
5,5,"starvation",7.25742199938331,"A"
5,5,"starvation",6.89208499768221,"C"
5,5,"starvation",7.75541311986768,"A"
5,5,"starvation",6.86416695655122,"C"
5,6,"control",11.8993935430661,"C"
5,6,"control",11.6881956421896,"C"
5,6,"control",12.1880378122453,"A"
5,6,"control",12.3700285703862,"A"
5,6,"control",11.8944425867994,"C"
5,6,"control",11.8100871221647,"A"
5,6,"control",12.2139039166624,"A"
5,6,"control",12.0208258645416,"B"
5,6,"control",12.138279686879,"B"
5,6,"control",12.1670077733206,"C"
5,6,"half",11.1347763146056,"C"
5,6,"half",10.5364851104316,"C"
5,6,"half",10.3137720997524,"C"
5,6,"half",10.8517380207164,"C"
5,6,"half",11.5660502576111,"C"
5,6,"half",10.5129501371051,"C"
5,6,"half",11.308096838358,"A"
5,6,"half",11.391613169593,"B"
5,6,"half",11.0471739573717,"C"
5,6,"half",11.2770244516498,"C"
5,6,"starvation",7.43717026989704,"B"
5,6,"starvation",7.87542159859007,"B"
5,6,"starvation",7.2889749513347,"A"
5,6,"starvation",7.11268780072411,"B"
5,6,"starvation",6.71756183558248,"B"
5,6,"starvation",6.43483043534216,"C"
5,6,"starvation",6.89828978176688,"C"
5,6,"starvation",6.93148252873201,"A"
5,6,"starvation",7.1747169372597,"B"
5,6,"starvation",7.44438700009409,"A"
5,7,"control",13.3443730881556,"A"
5,7,"control",13.1047184000266,"B"
5,7,"control",12.6329358733274,"A"
5,7,"control",12.364026687989,"C"
5,7,"control",13.5987641373211,"A"
5,7,"control",12.5579750108675,"C"
5,7,"control",12.4896326430251,"C"
5,7,"control",12.6943255196756,"C"
5,7,"control",12.2327987794717,"C"
5,7,"control",13.4537721673036,"A"
5,7,"half",9.82294470474982,"B"
5,7,"half",10.6398642867362,"A"
5,7,"half",9.98338166552321,"A"
5,7,"half",10.0630566741853,"A"
5,7,"half",10.1223720104569,"C"
5,7,"half",10.5921710645995,"A"
5,7,"half",9.3002422863379,"B"
5,7,"half",10.6518308525184,"B"
5,7,"half",9.87675439899851,"A"
5,7,"half",10.0399581972179,"C"
5,7,"starvation",7.10313676909565,"A"
5,7,"starvation",6.91389697264586,"B"
5,7,"starvation",6.31378143670607,"B"
5,7,"starvation",6.0478369336754,"B"
5,7,"starvation",6.98367646021979,"A"
5,7,"starvation",5.78853357346706,"B"
5,7,"starvation",6.84880984924966,"A"
5,7,"starvation",6.67918781747612,"A"
5,7,"starvation",6.11455784232646,"C"
5,7,"starvation",6.47693888572603,"A"
5,8,"control",11.5840336458639,"B"
5,8,"control",11.6076389798266,"C"
5,8,"control",11.7911471186043,"C"
5,8,"control",12.9354250318172,"A"
5,8,"control",12.1194094977025,"A"
5,8,"control",11.993842795526,"B"
5,8,"control",11.9235342741072,"C"
5,8,"control",12.3298511407239,"C"
5,8,"control",11.7589378294255,"C"
5,8,"control",12.3444913076241,"A"
5,8,"half",9.83248207283445,"A"
5,8,"half",9.77879140301228,"B"
5,8,"half",9.18556902249967,"A"
5,8,"half",9.80528384704689,"C"
5,8,"half",9.61453237216776,"B"
5,8,"half",10.0129845568346,"C"
5,8,"half",8.94929332369939,"C"
5,8,"half",9.21078293180486,"B"
5,8,"half",9.27303269453737,"B"
5,8,"half",9.73184988888075,"A"
5,8,"starvation",5.31743871083823,"C"
5,8,"starvation",5.84151179565557,"A"
5,8,"starvation",5.72012662214812,"C"
5,8,"starvation",6.18174171280363,"B"
5,8,"starvation",5.99754519777584,"A"
5,8,"starvation",5.77354843313281,"A"
5,8,"starvation",5.52944413379156,"C"
5,8,"starvation",5.73026379631955,"A"
5,8,"starvation",4.68728558656374,"C"
5,8,"starvation",5.65564843462376,"B"
5,9,"control",10.3434787910446,"A"
5,9,"control",11.14685066905,"A"
5,9,"control",10.3596313641514,"B"
5,9,"control",10.3249553239892,"A"
5,9,"control",9.78046250896472,"B"
5,9,"control",10.5827313473797,"A"
5,9,"control",9.68780772885638,"B"
5,9,"control",9.98005146143086,"C"
5,9,"control",10.6992706488583,"C"
5,9,"control",10.6808407015806,"A"
5,9,"half",9.79538016001105,"A"
5,9,"half",10.5074554108257,"B"
5,9,"half",10.2317813090537,"A"
5,9,"half",10.3383983787204,"B"
5,9,"half",9.89438271845365,"C"
5,9,"half",9.64298798804297,"C"
5,9,"half",10.0649949307395,"A"
5,9,"half",10.186872174547,"B"
5,9,"half",10.0465082342324,"C"
5,9,"half",10.3700347905441,"A"
5,9,"starvation",3.45770263831204,"B"
5,9,"starvation",3.97382281182467,"C"
5,9,"starvation",3.89072621866116,"A"
5,9,"starvation",4.36368797118054,"C"
5,9,"starvation",4.03817076600972,"C"
5,9,"starvation",4.10777977560302,"B"
5,9,"starvation",3.87009278985931,"C"
5,9,"starvation",4.24783873459371,"C"
5,9,"starvation",3.73912307794739,"B"
5,9,"starvation",3.75440449091175,"A"
5,10,"control",11.9949749581105,"A"
5,10,"control",11.4951733399056,"C"
5,10,"control",11.5583707832207,"B"
5,10,"control",11.5471917005018,"B"
5,10,"control",12.154158544462,"A"
5,10,"control",11.2534166733161,"C"
5,10,"control",11.7691151713437,"A"
5,10,"control",10.9696263330959,"B"
5,10,"control",11.2168536694653,"B"
5,10,"control",11.2894250818976,"C"
5,10,"half",10.2096907657777,"B"
5,10,"half",10.0350704714359,"C"
5,10,"half",10.1178863459186,"C"
5,10,"half",9.68112849462658,"A"
5,10,"half",9.83710208149235,"B"
5,10,"half",9.5975309733453,"C"
5,10,"half",9.07287133716288,"B"
5,10,"half",9.87950047198611,"A"
5,10,"half",9.72504010313274,"C"
5,10,"half",9.85943551289848,"B"
5,10,"starvation",5.21174491450893,"C"
5,10,"starvation",6.54653744794463,"C"
5,10,"starvation",5.26478252618165,"C"
5,10,"starvation",4.69418115064476,"B"
5,10,"starvation",5.14823311490665,"A"
5,10,"starvation",5.55173463828874,"B"
5,10,"starvation",5.39944548679574,"B"
5,10,"starvation",4.39708618891801,"B"
5,10,"starvation",5.4299308721953,"A"
5,10,"starvation",5.26606978061262,"B"
6,0,"control",8.73825164691315,"A"
6,0,"control",8.67050887652397,"C"
6,0,"control",8.21934744190038,"C"
6,0,"control",8.36263592883416,"B"
6,0,"control",8.30823420525038,"B"
6,0,"control",8.08392035960028,"C"
6,0,"control",8.71443120183306,"C"
6,0,"control",8.30218483701289,"C"
6,0,"control",7.9546170730477,"B"
6,0,"control",7.874911579957,"C"
6,0,"half",8.97214398569279,"C"
6,0,"half",8.06975988691179,"B"
6,0,"half",8.43202470036402,"C"
6,0,"half",8.17158925963251,"A"
6,0,"half",8.81233958823192,"A"
6,0,"half",7.71708111872386,"C"
6,0,"half",8.8271108247833,"A"
6,0,"half",8.17323480306952,"B"
6,0,"half",8.14152197467867,"A"
6,0,"half",9.09522704228856,"B"
6,0,"starvation",7.94543060873261,"C"
6,0,"starvation",7.66010531179333,"B"
6,0,"starvation",8.27038821407235,"C"
6,0,"starvation",8.53571907402683,"C"
6,0,"starvation",8.17318737798619,"B"
6,0,"starvation",8.17764094594057,"A"
6,0,"starvation",8.05553890902097,"B"
6,0,"starvation",8.10313293528109,"A"
6,0,"starvation",8.6174297316999,"C"
6,0,"starvation",8.12279367721954,"B"
6,1,"control",8.10122158903956,"C"
6,1,"control",8.347181374822,"B"
6,1,"control",8.63384856770238,"B"
6,1,"control",8.25543033068956,"C"
6,1,"control",7.91925405354171,"A"
6,1,"control",7.79953876780934,"A"
6,1,"control",9.13470810864197,"C"
6,1,"control",8.62965793803784,"B"
6,1,"control",8.70442751461526,"A"
6,1,"control",8.26272536295887,"A"
6,1,"half",8.40682968882623,"A"
6,1,"half",8.07132623070759,"A"
6,1,"half",8.40905877475228,"A"
6,1,"half",7.8079495142736,"A"
6,1,"half",8.20431756461489,"A"
6,1,"half",8.42861760309014,"A"
6,1,"half",8.73776253707981,"A"
6,1,"half",9.11844160689327,"A"
6,1,"half",7.73579562162806,"A"
6,1,"half",7.66639524979866,"B"
6,1,"starvation",7.26739463157739,"A"
6,1,"starvation",7.56495863975533,"A"
6,1,"starvation",7.26771951567136,"B"
6,1,"starvation",7.75670550066947,"C"
6,1,"starvation",6.98463379704679,"C"
6,1,"starvation",7.48841039277126,"A"
6,1,"starvation",6.7313806578717,"C"
6,1,"starvation",8.03665114391608,"B"
6,1,"starvation",7.1015759016535,"A"
6,1,"starvation",7.88447234315294,"B"
6,2,"control",8.23374152404437,"B"
6,2,"control",9.13419153633162,"A"
6,2,"control",8.01189471523301,"B"
6,2,"control",9.18483846058365,"A"
6,2,"control",8.37817895570081,"C"
6,2,"control",8.35887091082573,"C"
6,2,"control",9.17510973434728,"C"
6,2,"control",8.46083256228376,"A"
6,2,"control",8.10122379493911,"C"
6,2,"control",8.35429498791379,"B"
6,2,"half",8.0712059510506,"A"
6,2,"half",8.33764035132039,"C"
6,2,"half",8.2820812377051,"C"
6,2,"half",8.64995552449473,"A"
6,2,"half",7.62216107705469,"A"
6,2,"half",7.5867518928754,"B"
6,2,"half",7.63998431843135,"C"
6,2,"half",8.17015772434685,"C"
6,2,"half",7.67824886285194,"C"
6,2,"half",7.61955349193309,"A"
6,2,"starvation",6.66959480925434,"B"
6,2,"starvation",7.08435184243374,"C"
6,2,"starvation",6.88159321410525,"A"
6,2,"starvation",6.80925139703128,"C"
6,2,"starvation",7.94915648168283,"B"
6,2,"starvation",6.92868477335904,"B"
6,2,"starvation",6.85490881240306,"B"
6,2,"starvation",6.42135883038817,"B"
6,2,"starvation",7.31265248012958,"A"
6,2,"starvation",7.07987366814244,"B"
6,3,"control",8.45697758554224,"B"
6,3,"control",8.47569259966028,"A"
6,3,"control",8.16598061415724,"B"
6,3,"control",9.09961654474186,"C"
6,3,"control",8.49665637894183,"C"
6,3,"control",9.26865880946074,"C"
6,3,"control",7.93978195104045,"C"
6,3,"control",8.39193861099762,"C"
6,3,"control",8.13047793299935,"A"
6,3,"control",8.35969756485612,"B"
6,3,"half",7.06540686355969,"A"
6,3,"half",7.19379374375164,"B"
6,3,"half",6.33986544087785,"B"
6,3,"half",8.07998917705013,"C"
6,3,"half",7.4083498129235,"A"
6,3,"half",7.30709474847367,"A"
6,3,"half",7.12122963494688,"C"
6,3,"half",7.58826742589329,"A"
6,3,"half",7.79910218940192,"C"
6,3,"half",6.93737463825679,"A"
6,3,"starvation",6.02774598250732,"A"
6,3,"starvation",6.22103625085215,"A"
6,3,"starvation",6.42627154688126,"A"
6,3,"starvation",6.19284383105384,"C"
6,3,"starvation",5.67343787496309,"A"
6,3,"starvation",5.75999338993581,"B"
6,3,"starvation",5.4655214169524,"B"
6,3,"starvation",5.92064943700461,"A"
6,3,"starvation",6.73250209663212,"B"
6,3,"starvation",6.09060873667782,"C"
6,4,"control",9.21951528106329,"B"
6,4,"control",9.29073132951833,"A"
6,4,"control",9.01196818206043,"C"
6,4,"control",9.03867317429504,"B"
6,4,"control",8.98302517345677,"C"
6,4,"control",8.67263578018932,"B"
6,4,"control",8.9940727178656,"C"
6,4,"control",9.41112549437544,"B"
6,4,"control",8.83423564164702,"A"
6,4,"control",8.63970256014229,"B"
6,4,"half",8.99736347462162,"A"
6,4,"half",8.73782949084286,"A"
6,4,"half",8.61430270542202,"A"
6,4,"half",8.51798627406931,"A"
6,4,"half",8.62436983229545,"A"
6,4,"half",8.30881480815596,"C"
6,4,"half",8.45089953846085,"A"
6,4,"half",7.98660652840954,"B"
6,4,"half",8.8140567236614,"A"
6,4,"half",7.88274480800301,"C"
6,4,"starvation",4.87054133331181,"B"
6,4,"starvation",4.71404098379736,"C"
6,4,"starvation",5.1739439844656,"B"
6,4,"starvation",5.05128016528818,"C"
6,4,"starvation",5.66901860763549,"A"
6,4,"starvation",5.70878333687198,"C"
6,4,"starvation",5.38459067156133,"B"
6,4,"starvation",4.51230020693465,"C"
6,4,"starvation",5.40343253210049,"C"
6,4,"starvation",5.26043055349962,"B"
6,5,"control",8.52070151389796,"B"
6,5,"control",8.71802010830153,"B"
6,5,"control",9.08655419194478,"C"
6,5,"control",9.32746247662808,"B"
6,5,"control",9.45159364821128,"A"
6,5,"control",8.79883439436892,"C"
6,5,"control",8.65185408691753,"B"
6,5,"control",8.83416790403289,"B"
6,5,"control",8.42539623560126,"C"
6,5,"control",8.84741580377579,"C"
6,5,"half",8.04505919070795,"B"
6,5,"half",7.65483222232842,"C"
6,5,"half",8.56139950960017,"B"
6,5,"half",7.34045011347731,"B"
6,5,"half",8.44793109955627,"A"
6,5,"half",8.03369430632178,"B"
6,5,"half",7.39535265211844,"A"
6,5,"half",7.75150786319457,"C"
6,5,"half",7.72769063988204,"C"
6,5,"half",7.80968412992602,"A"
6,5,"starvation",4.2105398985588,"C"
6,5,"starvation",4.71795011936924,"C"
6,5,"starvation",4.74634803247212,"B"
6,5,"starvation",4.89489851855141,"C"
6,5,"starvation",4.99471215378686,"C"
6,5,"starvation",4.95590216671747,"A"
6,5,"starvation",4.1136918403811,"A"
6,5,"starvation",4.87070427181138,"C"
6,5,"starvation",4.266279403022,"C"
6,5,"starvation",4.29060982353236,"A"
6,6,"control",8.1629004175983,"C"
6,6,"control",7.69463232803439,"C"
6,6,"control",8.19283820255566,"B"
6,6,"control",7.34840005809413,"B"
6,6,"control",8.05753532717412,"C"
6,6,"control",7.77282679497908,"C"
6,6,"control",8.08655870374515,"B"
6,6,"control",7.69890279395987,"C"
6,6,"control",7.85551921871268,"C"
6,6,"control",7.95533270617078,"B"
6,6,"half",6.09449564410232,"C"
6,6,"half",6.5211230091077,"B"
6,6,"half",6.34636052535954,"B"
6,6,"half",7.24182789833971,"A"
6,6,"half",6.83466779821449,"A"
6,6,"half",6.23164530353191,"C"
6,6,"half",6.41148747040106,"B"
6,6,"half",6.75665921133726,"A"
6,6,"half",6.34480376954853,"A"
6,6,"half",7.24373704442007,"A"
6,6,"starvation",3.86790007533838,"C"
6,6,"starvation",4.33325947676905,"A"
6,6,"starvation",3.67326900206636,"A"
6,6,"starvation",4.16517558727007,"B"
6,6,"starvation",4.6401824904854,"C"
6,6,"starvation",4.8339577658066,"A"
6,6,"starvation",4.25119063379816,"C"
6,6,"starvation",4.00407347221864,"A"
6,6,"starvation",4.04526049846584,"C"
6,6,"starvation",3.62977385565143,"A"
6,7,"control",8.33953119898207,"C"
6,7,"control",7.98341103102369,"B"
6,7,"control",8.81054942530165,"A"
6,7,"control",8.80044875241494,"A"
6,7,"control",8.34133788054164,"C"
6,7,"control",8.51908815361382,"A"
6,7,"control",7.92324101556336,"C"
6,7,"control",8.86970891106546,"A"
6,7,"control",8.05887319605396,"B"
6,7,"control",8.52699791904365,"B"
6,7,"half",6.23874360484993,"C"
6,7,"half",6.40996473378471,"A"
6,7,"half",6.69197088136008,"C"
6,7,"half",6.627839861428,"A"
6,7,"half",6.02946485807462,"B"
6,7,"half",4.78557228320627,"A"
6,7,"half",6.18011273328981,"C"
6,7,"half",6.70146646165824,"A"
6,7,"half",6.03955108139107,"A"
6,7,"half",6.92568518348564,"A"
6,7,"starvation",3.54674121103237,"B"
6,7,"starvation",3.77477546095358,"B"
6,7,"starvation",3.72005935317601,"C"
6,7,"starvation",3.72538672185842,"A"
6,7,"starvation",3.43661670883039,"B"
6,7,"starvation",3.05802103370579,"C"
6,7,"starvation",4.65729796262412,"A"
6,7,"starvation",4.0304795981788,"C"
6,7,"starvation",4.24161687600906,"B"
6,7,"starvation",4.0424464148696,"B"
6,8,"control",6.67310423220567,"B"
6,8,"control",8.33896978823996,"C"
6,8,"control",7.91110067843706,"A"
6,8,"control",7.19076781956625,"B"
6,8,"control",7.41837556254208,"B"
6,8,"control",7.26158123469689,"B"
6,8,"control",7.74310970065792,"A"
6,8,"control",7.76634807902616,"C"
6,8,"control",6.85944984476611,"B"
6,8,"control",7.25188924189466,"C"
6,8,"half",7.20998231430869,"C"
6,8,"half",7.11994633151461,"B"
6,8,"half",7.08632102802093,"C"
6,8,"half",7.09256513499401,"A"
6,8,"half",6.60131556684123,"C"
6,8,"half",6.93623114194966,"B"
6,8,"half",6.67576862689046,"C"
6,8,"half",6.51601025485769,"C"
6,8,"half",7.31377211320956,"A"
6,8,"half",7.24020094911149,"B"
6,8,"starvation",-0.470077630855925,"B"
6,8,"starvation",-0.00605904086843334,"C"
6,8,"starvation",-0.224665006410938,"B"
6,8,"starvation",0.613125196917507,"B"
6,8,"starvation",-0.0829978947488765,"B"
6,8,"starvation",0.448397063903105,"A"
6,8,"starvation",0.38889681364626,"C"
6,8,"starvation",-0.603340874230442,"B"
6,8,"starvation",0.0387944987444012,"B"
6,8,"starvation",-0.306044395700572,"B"
6,9,"control",8.8818050687623,"C"
6,9,"control",8.71801570275651,"A"
6,9,"control",8.65717925350774,"C"
6,9,"control",9.56731813997805,"B"
6,9,"control",9.34238830024092,"A"
6,9,"control",9.42095466824256,"A"
6,9,"control",10.1783429198349,"A"
6,9,"control",8.73029203303325,"B"
6,9,"control",8.81603918629552,"C"
6,9,"control",9.02435386519724,"B"
6,9,"half",7.08069262004081,"A"
6,9,"half",6.42135905689815,"C"
6,9,"half",6.7661841851081,"A"
6,9,"half",6.002087980151,"A"
6,9,"half",7.08455145587212,"B"
6,9,"half",6.57258586363441,"A"
6,9,"half",5.92289875541386,"A"
6,9,"half",6.72377225807577,"B"
6,9,"half",7.03101893622311,"A"
6,9,"half",6.75661687806539,"C"
6,9,"starvation",0.588533534913299,"C"
6,9,"starvation",0.909455817653989,"C"
6,9,"starvation",1.20968823132134,"B"
6,9,"starvation",0.725255013073972,"A"
6,9,"starvation",1.27254202463683,"C"
6,9,"starvation",0.659058472634379,"C"
6,9,"starvation",1.39520432408247,"B"
6,9,"starvation",0.664439415777257,"A"
6,9,"starvation",0.893038795075578,"A"
6,9,"starvation",0.655607272068425,"C"
6,10,"control",8.76881998814998,"A"
6,10,"control",8.73476250414846,"A"
6,10,"control",8.29531956948805,"C"
6,10,"control",8.18491871422896,"C"
6,10,"control",7.82504124303201,"A"
6,10,"control",8.73337156158792,"C"
6,10,"control",8.03553395734818,"A"
6,10,"control",8.32131895432372,"C"
6,10,"control",7.82071035615345,"B"
6,10,"control",8.08114568147924,"C"
6,10,"half",5.88917769957847,"B"
6,10,"half",5.9151010327299,"B"
6,10,"half",6.06864777384602,"C"
6,10,"half",5.76808660137053,"B"
6,10,"half",6.45136294492222,"A"
6,10,"half",5.78196161880175,"A"
6,10,"half",5.94287560536671,"A"
6,10,"half",5.9273415375738,"B"
6,10,"half",6.2778926035542,"A"
6,10,"half",6.25921158022395,"C"
6,10,"starvation",1.37541135987741,"B"
6,10,"starvation",0.634337834696233,"B"
6,10,"starvation",0.869064393977982,"B"
6,10,"starvation",1.3478353573899,"B"
6,10,"starvation",1.69044447493242,"B"
6,10,"starvation",1.58306948400236,"A"
6,10,"starvation",1.3779358872752,"C"
6,10,"starvation",1.02566712382879,"A"
6,10,"starvation",0.721628162384374,"C"
6,10,"starvation",1.89881266404018,"B"
7,0,"control",9.86690381165582,"C"
7,0,"control",9.03477250488299,"A"
7,0,"control",9.57425175810003,"C"
7,0,"control",9.45429653923064,"C"
7,0,"control",9.49797262827747,"A"
7,0,"control",8.56366394049928,"C"
7,0,"control",8.4165827798827,"C"
7,0,"control",9.65041577764982,"C"
7,0,"control",9.43359048293413,"A"
7,0,"control",9.36939796754956,"B"
7,0,"half",9.61394200360005,"C"
7,0,"half",8.52399691998292,"A"
7,0,"half",9.79250348393552,"A"
7,0,"half",10.0105142483126,"B"
7,0,"half",9.53541233516389,"C"
7,0,"half",9.25160116853544,"A"
7,0,"half",8.95046968461134,"C"
7,0,"half",8.74925434541285,"B"
7,0,"half",9.56344016751863,"A"
7,0,"half",8.19282592856329,"C"
7,0,"starvation",9.63590710797586,"B"
7,0,"starvation",8.84650129342109,"C"
7,0,"starvation",9.00902264731839,"A"
7,0,"starvation",9.43918806191581,"C"
7,0,"starvation",9.19267725755129,"C"
7,0,"starvation",9.4819539529311,"B"
7,0,"starvation",9.85334410789921,"C"
7,0,"starvation",9.48538800830636,"B"
7,0,"starvation",9.21083084590424,"A"
7,0,"starvation",9.35453323986073,"C"
7,1,"control",9.09942076079571,"C"
7,1,"control",9.75833665206311,"A"
7,1,"control",9.21499421278042,"A"
7,1,"control",9.32630465701347,"A"
7,1,"control",8.93962124356708,"A"
7,1,"control",8.57047924403034,"B"
7,1,"control",8.28972574717017,"C"
7,1,"control",9.09894803565989,"C"
7,1,"control",8.63643967622602,"B"
7,1,"control",9.16514907452321,"A"
7,1,"half",8.87214163656324,"B"
7,1,"half",9.00339764550997,"C"
7,1,"half",9.11934018378366,"C"
7,1,"half",8.91304035610493,"A"
7,1,"half",8.542709017007,"A"
7,1,"half",9.47266168601109,"A"
7,1,"half",9.26587315006284,"B"
7,1,"half",9.3595422934978,"B"
7,1,"half",8.87748731942127,"B"
7,1,"half",8.90842798323678,"B"
7,1,"starvation",8.75865687849501,"C"
7,1,"starvation",8.51285454596129,"B"
7,1,"starvation",8.56067389637009,"A"
7,1,"starvation",8.59661040501475,"A"
7,1,"starvation",8.69905043494765,"C"
7,1,"starvation",8.84796459659308,"B"
7,1,"starvation",8.59872312666638,"B"
7,1,"starvation",8.1126289066621,"B"
7,1,"starvation",7.9469561483201,"B"
7,1,"starvation",8.26937195649352,"C"
7,2,"control",8.80356429153723,"B"
7,2,"control",8.62205736964261,"A"
7,2,"control",8.95324714882032,"A"
7,2,"control",8.89782033915725,"B"
7,2,"control",9.4203613554328,"A"
7,2,"control",9.16888107627141,"A"
7,2,"control",9.22380725269214,"C"
7,2,"control",8.71303663338651,"A"
7,2,"control",9.21442791987182,"B"
7,2,"control",9.82650152110497,"B"
7,2,"half",9.3170146150462,"A"
7,2,"half",9.35291503929286,"B"
7,2,"half",9.65143429995898,"B"
7,2,"half",8.87192132378182,"A"
7,2,"half",9.97611838459269,"C"
7,2,"half",8.46656781979496,"A"
7,2,"half",9.27676495499323,"C"
7,2,"half",9.31188396813966,"A"
7,2,"half",8.82528599350278,"B"
7,2,"half",9.0635637988502,"C"
7,2,"starvation",7.98283098370027,"C"
7,2,"starvation",8.42255942981802,"A"
7,2,"starvation",8.00071444964991,"B"
7,2,"starvation",7.20414915715831,"C"
7,2,"starvation",7.1433842822061,"A"
7,2,"starvation",7.8776642747626,"A"
7,2,"starvation",7.60611682834665,"B"
7,2,"starvation",7.37231004839589,"B"
7,2,"starvation",7.7889377642155,"A"
7,2,"starvation",8.67874562193442,"A"
7,3,"control",9.32027736340511,"C"
7,3,"control",9.5971968047839,"A"
7,3,"control",9.84181921641909,"C"
7,3,"control",10.0781496758859,"B"
7,3,"control",9.48582375801069,"A"
7,3,"control",9.34366691788853,"C"
7,3,"control",9.48254200611623,"C"
7,3,"control",8.75568457094057,"A"
7,3,"control",9.45357008236251,"A"
7,3,"control",9.79302298751584,"A"
7,3,"half",8.23950796997264,"A"
7,3,"half",8.32854096690787,"C"
7,3,"half",8.52136027387048,"A"
7,3,"half",9.0131425458242,"B"
7,3,"half",8.81167156293869,"A"
7,3,"half",8.14955392826744,"A"
7,3,"half",9.20809142110353,"A"
7,3,"half",9.0138012956764,"A"
7,3,"half",9.04710629369954,"A"
7,3,"half",8.70668556271224,"C"
7,3,"starvation",7.80596569366796,"A"
7,3,"starvation",7.10845985907977,"A"
7,3,"starvation",7.44096745749868,"A"
7,3,"starvation",7.33085474530065,"C"
7,3,"starvation",7.16112493714581,"B"
7,3,"starvation",7.43566932344502,"C"
7,3,"starvation",6.99142989283632,"A"
7,3,"starvation",7.39445876872901,"A"
7,3,"starvation",7.44596286739193,"C"
7,3,"starvation",7.54542281781831,"C"
7,4,"control",9.6144568574254,"B"
7,4,"control",9.16171992257683,"A"
7,4,"control",9.17168130970435,"B"
7,4,"control",9.48336559688352,"A"
7,4,"control",10.0968466383595,"A"
7,4,"control",9.96763308370908,"C"
7,4,"control",9.64041562577849,"B"
7,4,"control",9.1885903691113,"C"
7,4,"control",8.55713527859199,"A"
7,4,"control",9.53165933383438,"C"
7,4,"half",8.59784993127724,"C"
7,4,"half",8.55459360471782,"A"
7,4,"half",9.03883963027666,"A"
7,4,"half",8.2613437379566,"A"
7,4,"half",8.03209136900651,"B"
7,4,"half",8.42316712263002,"B"
7,4,"half",8.74810354041651,"B"
7,4,"half",8.48652554622224,"B"
7,4,"half",7.85361106845349,"B"
7,4,"half",8.20350317237288,"B"
7,4,"starvation",6.33580386032437,"B"
7,4,"starvation",6.25269253235573,"A"
7,4,"starvation",5.64055220266377,"B"
7,4,"starvation",5.82633891374805,"A"
7,4,"starvation",5.15408024460321,"C"
7,4,"starvation",6.06534205679632,"C"
7,4,"starvation",6.93301960503689,"A"
7,4,"starvation",6.5498682215692,"C"
7,4,"starvation",6.13544405463425,"C"
7,4,"starvation",5.67530989230543,"A"
7,5,"control",9.14559994168153,"C"
7,5,"control",9.56930725134042,"C"
7,5,"control",9.17017541655263,"C"
7,5,"control",9.31760740571095,"A"
7,5,"control",9.63459993804791,"C"
