"replicate","exp_day","treatment","trait"
6,4,"half",11.2203533530519
6,4,"half",12.1615883750985
6,4,"half",11.3175612134508
6,4,"half",11.3511341629855
6,4,"half",10.826643801892
6,4,"half",10.4804464903991
6,4,"starvation",9.0479553473243
6,4,"starvation",8.66324658276777
6,4,"starvation",9.45901932267617
6,4,"starvation",8.79625754368468
6,4,"starvation",8.93880835618877
6,4,"starvation",9.05604113777331
6,4,"starvation",8.45522590526254
6,4,"starvation",8.16371259597339
6,4,"starvation",8.84478320184396
6,4,"starvation",8.40685444618811
6,5,"control",12.1206473414429
6,5,"control",12.3946403441446
6,5,"control",11.9829552690285
6,5,"control",13.0044552526161
6,5,"control",12.7228698852261
6,5,"control",11.9218226740643
6,5,"control",11.755979184614
6,5,"control",11.8940200515946
6,5,"control",12.0789961218407
6,5,"control",11.9329272782522
6,5,"half",11.4803008814963
6,5,"half",11.2755401978066
6,5,"half",11.4431665370851
6,5,"half",11.4058742915586
6,5,"half",11.8478812219972
6,5,"half",10.6985197047647
6,5,"half",10.9937031725858
6,5,"half",11.1814824423154
6,5,"half",12.0203790556872
6,5,"half",10.9770791182122
6,5,"starvation",8.64085640114643
6,5,"starvation",8.16416361331438
6,5,"starvation",7.53114008317612
6,5,"starvation",8.26258316644774
6,5,"starvation",7.66878850349005
6,5,"starvation",8.90351486457346
6,5,"starvation",8.60504513207359
6,5,"starvation",8.60396095329832
6,5,"starvation",8.32294238369507
6,5,"starvation",8.70454166596839
6,6,"control",12.370295421848
6,6,"control",11.1983353445971
6,6,"control",12.1591780444361
6,6,"control",12.1877233467495
6,6,"control",12.7779188423136
6,6,"control",11.9754968886124
6,6,"control",12.1119882054455
6,6,"control",11.6733347003924
6,6,"control",11.9368701390711
6,6,"control",12.1441701589698
6,6,"half",11.0791127238793
6,6,"half",11.6060757729023
6,6,"half",10.6654460845477
6,6,"half",10.8268815654608
6,6,"half",10.59549864908
6,6,"half",10.9742815051475
6,6,"half",10.2855301771141
6,6,"half",11.4896024144412
6,6,"half",10.9590604403584
6,6,"half",11.4981347935304
6,6,"starvation",7.41978078587323
6,6,"starvation",7.10738089191371
6,6,"starvation",6.73404763186903
6,6,"starvation",7.98560142257121
6,6,"starvation",7.33298750882026
6,6,"starvation",7.96734862754
6,6,"starvation",6.97672497061335
6,6,"starvation",7.45062672918265
6,6,"starvation",7.23005133330341
6,6,"starvation",7.2987449452164
6,7,"control",11.9813157752793
6,7,"control",12.4808259621473
6,7,"control",11.6940601414418
6,7,"control",12.3247256276982
6,7,"control",11.3524159030536
6,7,"control",12.2401799243651
6,7,"control",12.7308162857762
6,7,"control",12.4781095482651
6,7,"control",11.8392406612756
6,7,"control",11.815038389769
6,7,"half",10.3138464279215
6,7,"half",10.5769739689354
6,7,"half",11.0297920496644
6,7,"half",10.2406986513478
6,7,"half",10.9601860061668
6,7,"half",10.1398373278746
6,7,"half",11.0786736012196
6,7,"half",10.9112394611537
6,7,"half",11.3993984022881
6,7,"half",10.385304714639
6,7,"starvation",6.48644248808589
6,7,"starvation",6.67535872467322
6,7,"starvation",5.65730804636936
6,7,"starvation",6.72368575581389
6,7,"starvation",7.15160551326152
6,7,"starvation",6.90313862761025
6,7,"starvation",7.18682256165124
6,7,"starvation",6.51746140421197
6,7,"starvation",6.8599624855258
6,7,"starvation",5.7550934776583
6,8,"control",12.4614785880202
6,8,"control",12.1920058589728
6,8,"control",12.165715310363
6,8,"control",12.0814965761548
6,8,"control",11.971607946433
6,8,"control",12.5821523568588
6,8,"control",12.2275509288154
6,8,"control",11.6864184752434
6,8,"control",12.0629620727687
6,8,"control",12.0840830417116
6,8,"half",10.6310624804034
6,8,"half",10.9345509095785
6,8,"half",10.0458620994408
6,8,"half",10.8150904236531
6,8,"half",10.6439941938768
6,8,"half",10.5840971454837
6,8,"half",11.0458947738906
6,8,"half",10.411991570149
6,8,"half",10.4246699811342
6,8,"half",10.4307402502293
6,8,"starvation",6.08131876961298
6,8,"starvation",6.60244134910322
6,8,"starvation",6.08465393614622
6,8,"starvation",6.071321133454
6,8,"starvation",5.82538839948359
6,8,"starvation",5.72657943288304
6,8,"starvation",5.69046203158282
6,8,"starvation",5.39799049821745
6,8,"starvation",5.03978680225595
6,8,"starvation",5.91391273701986
6,9,"control",12.4321578031527
6,9,"control",11.8642106158576
6,9,"control",12.5904852282946
6,9,"control",11.8916858179344
6,9,"control",12.2439094828783
6,9,"control",11.8561126841231
6,9,"control",12.50923679358
6,9,"control",12.7827754906154
6,9,"control",11.816894024645
6,9,"control",12.5426452434054
6,9,"half",10.0576409525889
6,9,"half",10.0384274092451
6,9,"half",10.7676971414884
6,9,"half",9.55850340116434
6,9,"half",10.3176766108884
6,9,"half",10.2874553670334
6,9,"half",10.7773717366003
6,9,"half",10.4749191919702
6,9,"half",10.115616048366
6,9,"half",10.9229870898904
6,9,"starvation",4.78105310528989
6,9,"starvation",4.82318785712226
6,9,"starvation",4.18623987836934
6,9,"starvation",5.03110320979609
6,9,"starvation",4.67485147350047
6,9,"starvation",5.70974195508384
6,9,"starvation",5.24822986125304
6,9,"starvation",4.94902867260165
6,9,"starvation",5.00193817480781
6,9,"starvation",4.53506976418729
6,10,"control",12.1341759180178
6,10,"control",12.4538995806969
6,10,"control",11.9852801430111
6,10,"control",12.140854183995
6,10,"control",12.0348391897604
6,10,"control",12.2316711305826
6,10,"control",12.1392365259824
6,10,"control",12.6559621913571
6,10,"control",12.8938709848697
6,10,"control",12.5409408121801
6,10,"half",9.84780620880485
6,10,"half",10.100932817639
6,10,"half",10.3139822784398
6,10,"half",10.0113979021114
6,10,"half",9.58267006668842
6,10,"half",10.4592010654693
6,10,"half",9.96769386403363
6,10,"half",10.3749460159361
6,10,"half",9.99743659610748
6,10,"half",10.446396792378
6,10,"starvation",3.93371732203705
6,10,"starvation",4.98762156152397
6,10,"starvation",4.03923632874048
6,10,"starvation",4.98396654907207
6,10,"starvation",4.48870936083056
6,10,"starvation",3.99451120123026
6,10,"starvation",3.81637575583506
6,10,"starvation",4.61703536642927
6,10,"starvation",4.35080725974737
6,10,"starvation",4.23473269791259
7,0,"control",10.2780942244712
7,0,"control",10.0988702182461
7,0,"control",9.41838515745702
7,0,"control",10.0319140843687
7,0,"control",10.2581071080199
7,0,"control",10.4067156330392
7,0,"control",9.7451933681286
7,0,"control",10.2899678823686
7,0,"control",9.2966512573816
7,0,"control",10.2094529848013
7,0,"half",8.98660517195107
7,0,"half",10.0681099601133
7,0,"half",10.4983352634632
7,0,"half",10.944404655577
7,0,"half",9.74542368799529
7,0,"half",10.0785167628575
7,0,"half",10.0615861302762
7,0,"half",9.81765897919727
7,0,"half",10.6525095026169
7,0,"half",10.1082070014668
7,0,"starvation",10.0248117698902
7,0,"starvation",10.828874173826
7,0,"starvation",10.4512381079635
7,0,"starvation",9.38698436924717
7,0,"starvation",10.2620818863224
7,0,"starvation",9.80712588006816
7,0,"starvation",9.91054233479995
7,0,"starvation",9.87423531495356
7,0,"starvation",9.79216610037201
7,0,"starvation",9.62753168883463
7,1,"control",9.7981086171104
7,1,"control",9.28387663652085
7,1,"control",9.04533107648413
7,1,"control",9.77875807131429
7,1,"control",9.95241424425659
7,1,"control",9.76485262929739
7,1,"control",9.94734354705064
7,1,"control",9.78069063177256
7,1,"control",9.75572794306034
7,1,"control",8.91729807411592
7,1,"half",9.6130725713587
7,1,"half",10.1731448530562
7,1,"half",9.78153816968366
7,1,"half",9.84533784601873
7,1,"half",9.22530657030875
7,1,"half",9.49713346395104
7,1,"half",9.36436338467279
7,1,"half",10.1102739796951
7,1,"half",10.2650503770887
7,1,"half",9.45655099048665
7,1,"starvation",9.25552415372149
7,1,"starvation",8.68562612699617
7,1,"starvation",9.7436004054511
7,1,"starvation",9.18687606478462
7,1,"starvation",8.22769709152791
7,1,"starvation",9.30722559529358
7,1,"starvation",9.59121376111786
7,1,"starvation",8.78259081378182
7,1,"starvation",9.39205239602711
7,1,"starvation",9.47534725907041
7,2,"control",10.2448350177163
7,2,"control",10.4144347829859
7,2,"control",9.5584089446379
7,2,"control",9.47063615216877
7,2,"control",9.21629022465678
7,2,"control",9.40524563427289
7,2,"control",10.5405325827675
7,2,"control",10.2087099260898
7,2,"control",10.702321958079
7,2,"control",9.91499951838356
7,2,"half",8.96209635533592
7,2,"half",9.5036510576612
7,2,"half",9.89632180359545
7,2,"half",8.91595438817386
7,2,"half",9.79285527479432
7,2,"half",8.85413861112724
7,2,"half",10.0503141448218
7,2,"half",9.30125951403015
7,2,"half",9.52197240898261
7,2,"half",9.87380765843519
7,2,"starvation",8.24114072106676
7,2,"starvation",8.17218448554223
7,2,"starvation",7.84271382136581
7,2,"starvation",8.63322871826825
7,2,"starvation",8.00381586354302
7,2,"starvation",8.71443208576801
7,2,"starvation",8.32837621443331
7,2,"starvation",8.35678507005142
7,2,"starvation",7.57258164250908
7,2,"starvation",8.07853287576029
7,3,"control",9.4174980716542
7,3,"control",10.0076756408477
7,3,"control",10.6340571717382
7,3,"control",9.95921213883649
7,3,"control",9.98411924024846
7,3,"control",10.1390630192948
7,3,"control",9.68155920635073
7,3,"control",10.0523038884764
7,3,"control",10.1312583203923
7,3,"control",9.84187529118994
7,3,"half",8.4756699766894
7,3,"half",9.1644695953845
7,3,"half",8.80177710509224
7,3,"half",8.92358373974496
7,3,"half",9.83959760024796
7,3,"half",8.64605230210756
7,3,"half",9.40787897090331
7,3,"half",9.41095233306058
7,3,"half",9.64296394513308
7,3,"half",9.7175172646106
7,3,"starvation",7.9040898896722
7,3,"starvation",7.61196327135273
7,3,"starvation",6.83794727939725
7,3,"starvation",7.33926325205162
7,3,"starvation",7.63882260498621
7,3,"starvation",7.94685961170195
7,3,"starvation",7.1289635083052
7,3,"starvation",7.44055130855234
7,3,"starvation",7.0777242598843
7,3,"starvation",7.790011082297
7,4,"control",10.0799742258869
7,4,"control",10.2862273491731
7,4,"control",9.81647265749322
7,4,"control",9.75560153080927
7,4,"control",9.97489349138455
7,4,"control",10.0873751508174
7,4,"control",9.78712092276742
7,4,"control",9.97762275186359
7,4,"control",9.83837982866756
7,4,"control",10.0004984836778
7,4,"half",9.31124505027507
7,4,"half",9.06437040560486
7,4,"half",9.01671962007034
7,4,"half",9.1686335546772
7,4,"half",9.4612528727668
7,4,"half",9.68136551615114
7,4,"half",9.23181666300168
7,4,"half",9.21283106278283
7,4,"half",9.0434066349023
7,4,"half",9.3958580268241
7,4,"starvation",7.03849904610051
7,4,"starvation",7.26580182618457
7,4,"starvation",6.5825980266499
7,4,"starvation",7.1389981101455
7,4,"starvation",6.80057942961684
7,4,"starvation",6.59893909094935
7,4,"starvation",6.16474493290354
7,4,"starvation",7.23852966548838
7,4,"starvation",6.90292373390066
7,4,"starvation",6.44806238315667
7,5,"control",9.85377699347433
7,5,"control",10.3834840185613
7,5,"control",9.56567418501896
7,5,"control",10.4339240637788
7,5,"control",10.3043185394643
7,5,"control",9.8278756981623
7,5,"control",9.53730482227765
7,5,"control",10.2711918267143
7,5,"control",9.99133673801595
7,5,"control",10.1871749693374
7,5,"half",9.50632646618626
7,5,"half",8.67825168449001
7,5,"half",8.8393939094526
7,5,"half",8.55871427248169
7,5,"half",8.98717987283807
7,5,"half",9.47658446454217
7,5,"half",9.11095302244163
7,5,"half",9.12949696629376
7,5,"half",8.29521735920333
7,5,"half",8.39439360245465
7,5,"starvation",5.83936491354751
7,5,"starvation",5.82659636208103
7,5,"starvation",5.83260566155833
7,5,"starvation",5.6281282671729
7,5,"starvation",6.44403236999577
7,5,"starvation",5.5519531843193
7,5,"starvation",6.30911898446364
7,5,"starvation",6.6949629461113
7,5,"starvation",5.85179467635234
7,5,"starvation",5.66398725264716
7,6,"control",9.78888068567709
7,6,"control",9.91894294128904
7,6,"control",9.95462495779824
7,6,"control",9.71282083923828
7,6,"control",9.98474822111807
7,6,"control",10.7730089689153
7,6,"control",9.6358466771473
7,6,"control",10.2927511416421
7,6,"control",10.584703356964
7,6,"control",9.60366115298703
7,6,"half",8.26640766118399
7,6,"half",8.04501012759574
7,6,"half",8.59592714818105
7,6,"half",8.90973410459598
7,6,"half",8.7650351213525
7,6,"half",8.63822670591486
7,6,"half",8.7149847233927
7,6,"half",8.4903564381174
7,6,"half",8.23533483133611
7,6,"half",8.58505949878828
7,6,"starvation",4.86291773000461
7,6,"starvation",4.73907495035046
7,6,"starvation",5.42049762863785
7,6,"starvation",5.51134151046769
7,6,"starvation",5.31294462814086
7,6,"starvation",5.09587155916994
7,6,"starvation",4.90424519016966
7,6,"starvation",5.05742851877021
7,6,"starvation",4.45263569810616
7,6,"starvation",5.27664737311092
7,7,"control",9.95345132169172
7,7,"control",10.2296447714292
7,7,"control",9.9743977843467
7,7,"control",10.100391214514
7,7,"control",9.52847565788655
7,7,"control",9.75916147865062
7,7,"control",10.4166587634815
7,7,"control",9.56879069232106
7,7,"control",9.87721491680294
7,7,"control",9.48495806893038
7,7,"half",8.55898714715474
7,7,"half",8.23501255333759
7,7,"half",9.12364711811178
7,7,"half",8.13913330307576
7,7,"half",9.01269034926126
7,7,"half",9.39894442961849
7,7,"half",7.77098240926851
7,7,"half",8.55570631099594
7,7,"half",8.35800458145603
7,7,"half",8.08834941456748
7,7,"starvation",4.62508446492745
7,7,"starvation",3.86318879192009
7,7,"starvation",4.06074302125757
7,7,"starvation",3.98980475610658
7,7,"starvation",5.17691983579991
7,7,"starvation",4.89048761211091
7,7,"starvation",3.29422394455435
7,7,"starvation",4.39074515839394
7,7,"starvation",3.77399513947037
7,7,"starvation",4.47826325923958
7,8,"control",10.2008349641053
7,8,"control",9.53674813504324
7,8,"control",10.3891642681284
7,8,"control",9.71381435659482
7,8,"control",10.065740588716
7,8,"control",10.0745431676051
7,8,"control",9.94556117979422
7,8,"control",10.3428832314403
7,8,"control",10.086534922053
7,8,"control",9.71215554150321
7,8,"half",8.25794558699598
7,8,"half",8.3610559104979
7,8,"half",8.57605066090706
7,8,"half",8.20013561273182
7,8,"half",8.20643395733554
7,8,"half",7.76177978188342
7,8,"half",7.56750803557348
7,8,"half",7.99317830460997
7,8,"half",8.2794745139139
7,8,"half",8.57198844037393
7,8,"starvation",3.33100585460261
7,8,"starvation",3.23196893276145
7,8,"starvation",3.65642327561615
7,8,"starvation",3.12297724752845
7,8,"starvation",3.79159492417234
7,8,"starvation",3.0715188204482
7,8,"starvation",2.69774023342869
7,8,"starvation",3.47298144757639
7,8,"starvation",3.73989446911811
7,8,"starvation",4.3227549953693
7,9,"control",9.92220822354752
7,9,"control",9.95362123911595
7,9,"control",9.38776299616703
7,9,"control",9.47770770711313
7,9,"control",10.810642026685
7,9,"control",9.27704764239098
7,9,"control",9.85951860067903
7,9,"control",9.48781062625954
7,9,"control",9.50550069558307
7,9,"control",9.9760968010035
7,9,"half",7.94658220349404
7,9,"half",8.3965451230083
7,9,"half",8.08594876269186
7,9,"half",8.17564704243041
7,9,"half",8.37909647495177
7,9,"half",8.11785160622234
7,9,"half",8.46342453801895
7,9,"half",8.58361870470065
7,9,"half",7.6011072220842
7,9,"half",8.86459189841887
7,9,"starvation",2.2842196894341
7,9,"starvation",3.5063399656079
7,9,"starvation",2.77362329332141
7,9,"starvation",2.96984652426422
7,9,"starvation",2.14857728245324
7,9,"starvation",2.14005199705221
7,9,"starvation",2.58935642049057
7,9,"starvation",1.90734732813814
7,9,"starvation",2.60449537611464
7,9,"starvation",3.13639962837753
7,10,"control",10.0287020847123
7,10,"control",10.5958094281821
7,10,"control",9.93849346951916
7,10,"control",10.4577974974463
7,10,"control",10.5639399501869
7,10,"control",10.2575789229813
7,10,"control",9.98178147767861
7,10,"control",10.1826019866264
7,10,"control",9.7868080804189
7,10,"control",10.2675562454209
7,10,"half",7.98240033432772
7,10,"half",8.23150145294372
7,10,"half",7.10546733610283
7,10,"half",7.872244091308
7,10,"half",8.36437822584365
7,10,"half",8.20893043724964
7,10,"half",7.31087950995159
7,10,"half",7.55632440769653
7,10,"half",8.209532851711
7,10,"half",8.15668675801881
7,10,"starvation",2.29442127781248
7,10,"starvation",2.40166229121117
7,10,"starvation",1.72531167057191
7,10,"starvation",1.5006223546779
7,10,"starvation",0.870931067623426
7,10,"starvation",0.974990748888945
7,10,"starvation",1.73353531403676
7,10,"starvation",2.17349354116098
7,10,"starvation",2.09952997472028
7,10,"starvation",1.72886873773323
8,0,"control",11.2579759623151
8,0,"control",10.6163099528285
8,0,"control",11.7938527142831
8,0,"control",11.5802099313788
8,0,"control",11.1706288203635
8,0,"control",11.6274664997946
8,0,"control",11.440845631468
8,0,"control",11.5866521043293
8,0,"control",10.6726034308498
8,0,"control",11.9115167695816
8,0,"half",11.5895046699275
8,0,"half",11.5191363768212
8,0,"half",10.5840457803247
8,0,"half",11.1993937930039
8,0,"half",11.7515534311045
8,0,"half",10.6331175112679
8,0,"half",12.108861486861
8,0,"half",11.4044876006086
8,0,"half",11.5441930918149
8,0,"half",11.283591054547
8,0,"starvation",11.3368094500961
8,0,"starvation",11.4172935930974
8,0,"starvation",11.398518012849
8,0,"starvation",11.9930369639141
8,0,"starvation",11.3031793746802
8,0,"starvation",10.8891072296257
8,0,"starvation",11.7186465099957
8,0,"starvation",11.7421948184817
8,0,"starvation",11.4512384763049
8,0,"starvation",11.3018923702374
8,1,"control",10.9416876327311
8,1,"control",11.3979706231235
8,1,"control",11.3225655857445
8,1,"control",11.9850736092757
8,1,"control",11.8070011721927
8,1,"control",11.1861103242001
8,1,"control",11.3435626484827
8,1,"control",11.4565067386142
8,1,"control",11.4278179373058
8,1,"control",11.3591272068626
8,1,"half",11.7747619429471
8,1,"half",11.7998046501196
8,1,"half",10.9282077008078
8,1,"half",10.9113100004472
8,1,"half",11.7712343204345
8,1,"half",10.6553562614196
8,1,"half",11.2397941238743
8,1,"half",11.7843023415214
8,1,"half",10.6119642254861
8,1,"half",10.3904635228575
8,1,"starvation",10.5289409107557
8,1,"starvation",10.0824931134385
8,1,"starvation",10.8560366316703
8,1,"starvation",10.8844404496388
8,1,"starvation",10.268812132426
8,1,"starvation",10.1471052618648
8,1,"starvation",10.4144751112458
8,1,"starvation",10.9009944716758
8,1,"starvation",10.8385984638192
8,1,"starvation",10.0873418969499
8,2,"control",10.9332882618786
8,2,"control",11.7936680455301
8,2,"control",10.9776874246655
8,2,"control",10.8255340284069
8,2,"control",11.2977139792107
8,2,"control",10.9680613043158
8,2,"control",10.7232931498557
8,2,"control",10.9069838619575
8,2,"control",11.2545866614453
8,2,"control",10.9322677309157
8,2,"half",10.7629905950761
8,2,"half",10.7590466922444
8,2,"half",10.9502766990809
8,2,"half",11.2149194071834
8,2,"half",11.6799253432451
8,2,"half",10.9393634825966
8,2,"half",10.6495504774582
8,2,"half",11.0742510891704
8,2,"half",11.4809155980159
8,2,"half",11.4560004064343
8,2,"starvation",9.27477769084444
8,2,"starvation",9.96201672186508
8,2,"starvation",9.75144345592017
8,2,"starvation",10.435675603768
8,2,"starvation",9.86109002790805
8,2,"starvation",9.80725978963022
8,2,"starvation",9.35907832407204
8,2,"starvation",9.5943831123624
8,2,"starvation",9.69928511186499
8,2,"starvation",9.6891236773227
8,3,"control",11.3795372283785
8,3,"control",11.4813177860063
8,3,"control",11.2130510367257
8,3,"control",10.9087683020058
8,3,"control",11.1482083620118
8,3,"control",11.2712701225457
8,3,"control",11.4622367204619
8,3,"control",11.4722671417025
8,3,"control",11.7280684482019
8,3,"control",11.7211894641643
8,3,"half",10.8509576099772
8,3,"half",10.2797092003538
8,3,"half",11.2257922744278
8,3,"half",11.2002258313642
8,3,"half",10.5429525677242
8,3,"half",11.4606667373034
8,3,"half",10.5052302260425
8,3,"half",10.9380412934786
8,3,"half",10.8300884608793
8,3,"half",11.2748277194304
8,3,"starvation",9.01820835955045
8,3,"starvation",8.72740194032912
8,3,"starvation",8.76911749097838
8,3,"starvation",8.52390688499779
8,3,"starvation",8.83766354835618
8,3,"starvation",8.43359792841034
8,3,"starvation",8.6333667037679
8,3,"starvation",8.76983292750689
8,3,"starvation",8.98216017054603
8,3,"starvation",9.06037581730522
8,4,"control",11.7159177415125
8,4,"control",11.3017732269698
8,4,"control",11.3608202466139
8,4,"control",11.3806719799064
8,4,"control",10.4523390917268
8,4,"control",11.0408979676034
8,4,"control",10.9796807304231
8,4,"control",11.1468315015158
8,4,"control",10.8585807077487
8,4,"control",11.1586023535628
8,4,"half",9.93420106794788
8,4,"half",10.4157226205716
8,4,"half",11.17750558729
8,4,"half",10.5087886272018
8,4,"half",10.6285520442332
8,4,"half",10.3836189870156
8,4,"half",10.4140891902354
8,4,"half",10.1410711598665
8,4,"half",11.3739879979135
8,4,"half",10.5276401769169
8,4,"starvation",8.40032465657758
8,4,"starvation",8.51632391316524
8,4,"starvation",9.18768332517679
8,4,"starvation",8.18549755510656
8,4,"starvation",8.65550992621349
8,4,"starvation",8.09820925442723
8,4,"starvation",7.59973178106378
8,4,"starvation",7.92217840675154
8,4,"starvation",7.78395028293561
8,4,"starvation",7.98043076790612
8,5,"control",10.9854295073538
8,5,"control",11.9817100192184
8,5,"control",11.2367613818923
8,5,"control",11.7953647893481
8,5,"control",11.9610309667941
8,5,"control",11.5737654615714
8,5,"control",11.2442103254683
8,5,"control",11.3275938933451
8,5,"control",10.7768906127356
8,5,"control",11.1377211223557
8,5,"half",10.3736507871432
8,5,"half",10.3033171286647
8,5,"half",10.1348981799522
8,5,"half",10.7198272944691
8,5,"half",10.6802862512004
8,5,"half",10.7336331449933
8,5,"half",10.2091209266033
8,5,"half",10.3762162784327
8,5,"half",10.026649474824
8,5,"half",10.2680939408724
8,5,"starvation",6.96443700514318
8,5,"starvation",7.85718434785082
8,5,"starvation",7.2323027929825
8,5,"starvation",7.45056896411931
8,5,"starvation",7.16514844394093
8,5,"starvation",7.82942176612848
8,5,"starvation",7.55329103679556
8,5,"starvation",8.4201344627647
8,5,"starvation",7.45059252531064
8,5,"starvation",7.07085559961753
8,6,"control",12.0058958946248
8,6,"control",11.0210137528705
8,6,"control",11.6271972831602
8,6,"control",11.1341517713182
8,6,"control",11.425563615744
8,6,"control",11.3890374711176
8,6,"control",11.6337346118161
8,6,"control",11.5977295458087
8,6,"control",11.9305859868672
8,6,"control",12.125813179752
8,6,"half",9.68384729297768
8,6,"half",10.2976341140037
8,6,"half",10.5970990654339
8,6,"half",10.9181349154406
8,6,"half",10.5631682225738
8,6,"half",9.91671199637775
8,6,"half",10.026266732213
8,6,"half",9.9219852242362
8,6,"half",10.0093805864154
8,6,"half",10.9916665591304
8,6,"starvation",6.2860354138492
8,6,"starvation",7.25518044234823
8,6,"starvation",7.126341543228
8,6,"starvation",5.89941106825637
8,6,"starvation",6.44183496864809
8,6,"starvation",6.0558908993347
8,6,"starvation",6.74121943331137
8,6,"starvation",6.24592903251774
8,6,"starvation",6.90297167475453
8,6,"starvation",6.68449986410747
8,7,"control",11.0069433000184
8,7,"control",10.76407471148
8,7,"control",11.1737740782824
8,7,"control",11.6124623630533
8,7,"control",11.1719351955489
8,7,"control",11.0793482226967
8,7,"control",11.2665069598577
8,7,"control",11.8077192704881
8,7,"control",11.2866288213189
8,7,"control",11.4615942194419
8,7,"half",10.5166447069588
8,7,"half",10.1185427360732
8,7,"half",10.0229440880435
8,7,"half",10.0903304264626
8,7,"half",10.1296168459464
8,7,"half",9.53961955207713
8,7,"half",9.78636705919979
8,7,"half",9.44405875197866
8,7,"half",9.71158900164333
8,7,"half",9.13014036405776
8,7,"starvation",5.81743463064299
8,7,"starvation",5.53704705422197
8,7,"starvation",5.5053502922495
8,7,"starvation",5.55162031722437
8,7,"starvation",5.74097975379377
8,7,"starvation",5.76709946696707
8,7,"starvation",5.51187479875852
8,7,"starvation",5.94402677693059
8,7,"starvation",5.78136393241213
8,7,"starvation",5.65463888840984
8,8,"control",11.439978099519
8,8,"control",11.6673516125767
8,8,"control",10.7571819344381
8,8,"control",11.3325634403282
8,8,"control",10.846494661321
8,8,"control",11.2966708887099
8,8,"control",11.3121430550102
8,8,"control",11.066007698397
8,8,"control",11.2711165244989
8,8,"control",10.9905633428663
8,8,"half",9.51443975766115
8,8,"half",9.25460506815044
8,8,"half",10.0108820783887
8,8,"half",9.81855244739229
8,8,"half",9.59245636843652
8,8,"half",9.85909442355488
8,8,"half",9.76565338953999
8,8,"half",9.72042965237531
8,8,"half",10.1554050906099
8,8,"half",10.0223187634475
8,8,"starvation",5.68796319377606
8,8,"starvation",4.68284053914289
8,8,"starvation",4.83609233157412
8,8,"starvation",5.14837593324646
8,8,"starvation",5.60736089367935
8,8,"starvation",5.18754959208357
8,8,"starvation",4.87284200419325
8,8,"starvation",4.61118556084076
8,8,"starvation",4.28469800433222
8,8,"starvation",4.56783580316366
8,9,"control",11.3960981192346
8,9,"control",11.5781150765967
8,9,"control",11.3938614167043
8,9,"control",11.2894878639253
8,9,"control",11.5314316384756
8,9,"control",11.4712681040688
8,9,"control",11.9907657922105
8,9,"control",11.1713862653272
8,9,"control",10.8828713818247
8,9,"control",11.9173388016661
8,9,"half",10.2134613753349
8,9,"half",9.62798764103686
8,9,"half",9.34871587481589
8,9,"half",8.93697491470924
8,9,"half",9.25433769833614
8,9,"half",9.90041485183458
8,9,"half",10.1098512306004
8,9,"half",9.57465024103172
8,9,"half",9.45985072853375
8,9,"half",9.52182897903028
8,9,"starvation",3.91248187697853
8,9,"starvation",3.79589269995352
8,9,"starvation",4.09760467776
8,9,"starvation",4.21181033248348
8,9,"starvation",4.50527855458589
8,9,"starvation",3.48195299441417
8,9,"starvation",4.35622147284371
8,9,"starvation",3.56425675372743
8,9,"starvation",4.88479758362798
8,9,"starvation",3.80127958232476
8,10,"control",11.90761428816
8,10,"control",10.3315754163086
8,10,"control",11.4797466815174
8,10,"control",11.8332851996296
8,10,"control",11.2568599357212
8,10,"control",10.6052911714451
8,10,"control",11.4419368913377
8,10,"control",11.4674098210654
8,10,"control",10.92655448669
8,10,"control",11.0065854242018
8,10,"half",9.32965948082557
8,10,"half",10.4802788347952
8,10,"half",9.82407256217759
8,10,"half",8.55460941738597
8,10,"half",9.30714786332499
8,10,"half",9.90981439958709
8,10,"half",9.7445694625069
8,10,"half",9.42922074256306
8,10,"half",9.07474651172795
8,10,"half",9.29015227579651
8,10,"starvation",4.13593906310031
8,10,"starvation",3.5863443137715
8,10,"starvation",3.2220019597444
8,10,"starvation",4.28034902822631
8,10,"starvation",3.30029408242851
8,10,"starvation",3.29023480619078
8,10,"starvation",2.9125870594507
8,10,"starvation",3.70020695301265
8,10,"starvation",2.97415679705421
8,10,"starvation",3.50229134161958
9,0,"control",10.7108634827609
9,0,"control",10.0657610129472
9,0,"control",9.8589409177743
9,0,"control",10.428484492636
9,0,"control",10.5106711307517
9,0,"control",10.4508428038047
9,0,"control",9.9626774427187
9,0,"control",10.1567635065324
9,0,"control",10.42011769476
9,0,"control",11.0082687786477
9,0,"half",10.1920565095681
9,0,"half",10.3685035113819
9,0,"half",10.3570568527363
9,0,"half",10.2728681627254
9,0,"half",10.50369315066
9,0,"half",10.2466487207285
9,0,"half",10.4671877730651
9,0,"half",10.9338181402599
9,0,"half",9.79544134317511
9,0,"half",10.3474053078133
9,0,"starvation",10.3477916674777
9,0,"starvation",11.0683073564475
9,0,"starvation",9.82413420840221
9,0,"starvation",10.8491725954984
9,0,"starvation",10.1113537170668
9,0,"starvation",10.3677176668237
9,0,"starvation",10.376444239806
9,0,"starvation",10.1074327878201
9,0,"starvation",10.0278180111231
9,0,"starvation",10.7535757619533
9,1,"control",10.440333814228
9,1,"control",11.3229829074913
9,1,"control",10.4764801954103
9,1,"control",10.4717602334377
9,1,"control",10.7149111607558
9,1,"control",10.7884190093582
9,1,"control",10.4723073696975
9,1,"control",10.1252448012657
9,1,"control",10.2618725068362
